ADR name,TF KFOLD Mean AUC,TF IS Mean AUC,Positive Count
Dyspepsia,0.519735392318,0.453868522341,407.0
Eyelid_ptosis,0.519481077893,0.544311390809,49.0
Gingival_hyperplasia,0.519153549403,0.502403785299,28.0
Azotaemia,0.519098323588,0.498898173391,53.0
Cardio-respiratory_arrest,0.518974639664,0.475567545577,17.0
Lung_disorder,0.518926431527,0.538447216197,70.0
Vulvovaginitis,0.518912485192,0.632738063241,14.0
Memory_impairment,0.518783503802,0.474629663071,49.0
Renal_impairment,0.518584221166,0.527351641842,133.0
Gastroenteritis,0.518338317063,0.506781111363,150.0
Atrial_fibrillation,0.517913540683,0.523075839939,129.0
Accommodation_disorder,0.517889735356,0.514309148426,24.0
Hepatic_necrosis,0.517456868532,0.580013480591,65.0
Tachyarrhythmia,0.517377526573,0.597936644559,11.0
Hearing_impaired,0.517254649564,0.55476035085,105.0
Urticaria,0.517193242804,0.512905606608,492.0
Epistaxis,0.517059685195,0.431431728399,223.0
Drug_dependence,0.516718781944,0.570339859623,18.0
Laryngitis,0.516564210028,0.493069725451,81.0
Arterial_disorder,0.516291547294,0.532278008516,42.0
Tenosynovitis,0.516197352772,0.541704638812,27.0
Haemolytic_anaemia,0.515331788358,0.52093917713,162.0
Osteoarthropathy,0.515057915058,0.44246689301,14.0
Panic_reaction,0.515028814853,0.43918604342,22.0
Progressive_multifocal_leukoencephalopathy,0.514713629694,0.586988131542,16.0
Blood_creatinine_increased,0.514617704866,0.528785379529,126.0
Depression,0.514443089145,0.521457246608,52.0
Photosensitivity_reaction,0.514304819464,0.52323046649,217.0
Lipase_increased,0.514209401709,0.556312071568,11.0
Gangrene,0.514163136392,0.637062877262,11.0
Hyperkeratosis,0.514089949422,0.548582607007,22.0
Vaginal_discharge,0.514044305426,0.476798414525,62.0
Erythema,0.513596444864,0.509341167141,420.0
Meningitis,0.51359265634,0.514520809331,42.0
Cardiac_failure,0.513369543713,0.539090308388,237.0
Liver_disorder,0.513235701082,0.508386873592,76.0
Disorientation,0.513048818761,0.527030465873,80.0
Dyspareunia,0.512896950106,0.364130287105,11.0
Irritability,0.512793448686,0.547647561494,114.0
Aspartate_aminotransferase_increased,0.512657219739,0.512459368831,136.0
Skin_odour_abnormal,0.512467148134,0.494610570037,19.0
Intestinal_obstruction,0.512424021966,0.502348309962,63.0
Irritable_bowel_syndrome,0.511899490035,0.524326780882,19.0
Optic_nerve_disorder,0.51181970781,0.617992341448,40.0
Vertigo,0.511778931661,0.529678670322,334.0
Connective_tissue_disorder,0.511572883421,0.461017847195,103.0
Eye_pain,0.511309529473,0.512838032566,117.0
Cheilitis,0.51123653886,0.485292340761,23.0
Tongue_discolouration,0.510405140981,0.526678458229,42.0
Musculoskeletal_disorder,0.510018521416,0.525538082934,40.0
Myopia,0.509771194207,0.523373081086,16.0
Leukocytoclastic_vasculitis,0.50941354898,0.570428502028,33.0
Arrhythmia,0.509402907747,0.530913325727,265.0
Swelling,0.509379789496,0.46719033999,177.0
Cerebral_ischaemia,0.509263532764,0.564949616356,39.0
Asthenia,0.509220198939,0.547426220554,482.0
Nasopharyngitis,0.509139591702,0.538124295247,104.0
Cardiovascular_disorder,0.508815665182,0.480924749047,78.0
Prostatitis,0.508788697301,0.571084412041,12.0
Diarrhoea,0.508733232326,0.512563882876,560.0
Thinking_abnormal,0.508459377043,0.513752272211,84.0
Urinary_hesitation,0.508326470403,0.516754413066,24.0
Pleurisy,0.508202874403,0.438211704371,17.0
Respiratory_disorder,0.508174388068,0.516195527582,106.0
Malaise,0.507713212262,0.510595340131,388.0
Myelodysplastic_syndrome,0.50751108873,0.57261455139,19.0
Visual_impairment,0.507172373737,0.515588425998,255.0
Laryngeal_pain,0.506853383219,0.493538507595,48.0
Prothrombin_level_decreased,0.506850343387,0.5587859441,18.0
Tubulointerstitial_nephritis,0.506755208168,0.525953589307,73.0
Muscle_spasms,0.506602016868,0.427217542773,328.0
Influenza,0.506073376175,0.49556229036,263.0
Tardive_dyskinesia,0.505897723554,0.59699123025,31.0
Oedema,0.505826713517,0.508693122681,515.0
Lower_respiratory_tract_infection,0.50571283562,0.442079067146,26.0
Hypokalaemia,0.505657563528,0.492352815717,151.0
Burning_sensation,0.505574355273,0.553210933336,59.0
Conjunctival_hyperaemia,0.505541542659,0.562924037511,37.0
Pericarditis,0.505164170932,0.499022267532,54.0
Hiccups,0.504944043758,0.532209717639,107.0
Nasal_congestion,0.504814844013,0.527891559617,124.0
Paraesthesia,0.504360498819,0.511650434766,416.0
Blood_creatine_phosphokinase_increased,0.503747916628,0.524258135364,62.0
Blood_albumin_decreased,0.503624323452,0.446378501776,11.0
Hyperaemia,0.503022591753,0.504770957786,53.0
Dissociation,0.502484335067,0.454971052742,44.0
Discomfort,0.502474443447,0.450588126843,174.0
Amblyopia,0.502454661588,0.50641939007,76.0
Aplasia,0.502388319501,0.528510365262,27.0
Eyelid_oedema,0.502246242908,0.44726777939,16.0
Hepatic_function_abnormal,0.502075848804,0.550559640824,205.0
Nervous_system_disorder,0.501522157326,0.477415194793,167.0
Anuria,0.501013602385,0.609962084422,23.0
Phlebitis,0.500954823391,0.538448773098,111.0
Dry_eye,0.500924099547,0.502733064731,99.0
Menstrual_disorder,0.500878854995,0.489292982604,67.0
Cleft_palate,0.500668625238,0.411584311196,11.0
Pleural_effusion,0.500668460096,0.445751996676,82.0
Parosmia,0.499841326682,0.455868183996,51.0
Furuncle,0.499455409907,0.5268773875,42.0
White_blood_cell_count_increased,0.499416449416,0.469555388998,14.0
Nephritis,0.499175084015,0.527224586546,90.0
Nephrolithiasis,0.499048967276,0.554900315337,78.0
Pain_in_extremity,0.498975311616,0.510868927132,122.0
Hepatic_failure,0.498969991705,0.49318798557,150.0
Conjunctival_oedema,0.498849945841,0.518427654829,17.0
Cardiac_fibrillation,0.498615091535,0.528519760087,153.0
Photophobia,0.498508788837,0.525215698883,97.0
Parotid_gland_enlargement,0.49840727331,0.608107704038,16.0
Angina_unstable,0.498258568847,0.595511163304,17.0
Scleritis,0.497638405586,0.590988205428,12.0
Benign_prostatic_hyperplasia,0.497546035046,0.500270001734,12.0
Ejaculation_delayed,0.497542735043,0.402442799407,11.0
Dysaesthesia,0.497168809653,0.452923310906,28.0
Rectal_haemorrhage,0.496187852339,0.492866598972,91.0
Lethargy,0.495969660342,0.4823064362,121.0
Hyperglycaemia,0.495742994506,0.515702939921,215.0
Haematocrit_decreased,0.495685986943,0.511122042819,24.0
Adenoma_benign,0.495519446101,0.65823074246,13.0
Joint_swelling,0.49538414903,0.489019123492,31.0
Body_temperature_decreased,0.495059207319,0.510215528499,32.0
Coagulopathy,0.494772216055,0.493539278727,37.0
Hyperplasia,0.494730964675,0.498206225462,45.0
Ventricular_dysfunction,0.494624353848,0.325532440104,18.0
Haematuria,0.494610342381,0.512765542808,208.0
Electrocardiogram_QT_prolonged,0.49421561801,0.479584010569,33.0
Epigastric_discomfort,0.494066050117,0.567891031056,31.0
Fatigue,0.493773179093,0.501584375099,376.0
Sciatica,0.493634541345,0.509468158887,17.0
Headache,0.49316125371,0.515804072064,619.0
Rash,0.49307118119,0.434833639192,661.0
Xerophthalmia,0.492533916848,0.489591828337,23.0
Hepatitis_cholestatic,0.492331785354,0.470264288355,33.0
Renal_failure_acute,0.492329656602,0.467758918337,119.0
Extrapyramidal_disorder,0.492087087272,0.550983091054,73.0
Ventricular_arrhythmia,0.491967748625,0.530400594282,31.0
Faeces_discoloured,0.491918417873,0.569784280507,11.0
Immune_system_disorder,0.491906095162,0.540943563896,97.0
Drug_eruption,0.491884998439,0.461439221869,36.0
Induration,0.491358413267,0.495490735712,23.0
Angiopathy,0.49078950179,0.471652032119,152.0
Musculoskeletal_pain,0.490299214707,0.445919482212,85.0
Hypoaesthesia,0.490249674486,0.507763289733,246.0
Hepatic_cancer,0.49024447164,0.466372739976,19.0
Hepatitis_fulminant,0.490217313763,0.449162717435,15.0
Convulsion,0.490201075703,0.518549430109,356.0
Hypoventilation,0.489534810921,0.493963460013,25.0
Vomiting,0.489395827533,0.506632802338,616.0
Haemolytic_uraemic_syndrome,0.488806105212,0.471597755832,16.0
Social_avoidant_behaviour,0.488265614884,0.484579677241,45.0
Anaphylactic_shock,0.487719845156,0.537594576529,283.0
Inflammatory_bowel_disease,0.487448518458,0.510340014316,23.0
Nightmare,0.48648715833,0.535877711038,76.0
Blood_pressure_increased,0.486328654619,0.48552678324,69.0
Testicular_disorder,0.486186417688,0.57534933253,17.0
Hyperkinesia,0.485396082422,0.471635876963,135.0
Sensory_disturbance,0.485355285646,0.528791014849,14.0
Laboratory_test_abnormal,0.485274930911,0.565414894216,31.0
Proteinuria,0.485257049747,0.494166848614,82.0
Blood_alkaline_phosphatase_increased,0.484760121692,0.515313264172,118.0
Ulcer,0.484669128092,0.460881857863,249.0
Viral_infection,0.484553134614,0.45745083968,101.0
Cholecystitis,0.484211547534,0.511982756458,53.0
Dizziness,0.483551565067,0.481624247391,561.0
Dysgeusia,0.482922444637,0.548644313424,251.0
Opportunistic_infection,0.482626914245,0.352754505445,17.0
Hyperreflexia,0.481907310688,0.583784008303,43.0
Chloasma,0.481709819186,0.509716257059,13.0
Abdominal_pain_upper,0.481616598705,0.432130722014,98.0
Eosinophilia,0.480700344704,0.509620139297,200.0
Drooling,0.480128687903,0.571307284404,11.0
Glucose_tolerance_decreased,0.479723696911,0.626844585676,17.0
Arterial_thrombosis,0.479233714837,0.476457550406,17.0
Retching,0.478499688649,0.645700367213,17.0
Myasthenia_gravis,0.478486368142,0.449172541438,11.0
Colitis,0.478314720897,0.428187042452,159.0
Pulmonary_eosinophilia,0.478227474775,0.510899232904,19.0
Choreoathetosis,0.477689320062,0.484972670716,23.0
Aplastic_anaemia,0.477634696385,0.52815935455,116.0
Haematemesis,0.477338780275,0.512003420149,72.0
Acute_hepatic_failure,0.477125985556,0.476259828434,15.0
Peritonitis,0.476939233486,0.517570787237,25.0
Viral_diarrhoea,0.47646020198,0.488908371273,21.0
Lip_swelling,0.476400985703,0.468455242368,15.0
Melaena,0.476113488788,0.480479933229,109.0
Upper_respiratory_tract_infection,0.475515496053,0.43959829775,200.0
Retinal_disorder,0.475091196283,0.56755860202,31.0
Pleural_disorder,0.474218253269,0.444115377888,86.0
Lacrimation_increased,0.473862568704,0.491856358523,119.0
Haematoma,0.473858620056,0.527254841958,69.0
Aneurysm,0.473366020059,0.417509211665,17.0
Vulvovaginal_discomfort,0.472588740692,0.459493812551,11.0
Sinus_congestion,0.472574168672,0.514941211703,45.0
Depressed_level_of_consciousness,0.471839279364,0.549019607843,31.0
Tonsillitis,0.471806902538,0.428800591466,18.0
Laryngospasm,0.471715360245,0.499434370991,58.0
Cardiac_output_decreased,0.471654408292,0.530517497307,11.0
Respiratory_tract_infection,0.471224119127,0.431415667905,209.0
Pneumothorax,0.47112047564,0.502540075337,22.0
Diarrhoea_haemorrhagic,0.470909764684,0.524311441994,20.0
Emotional_distress,0.470531767679,0.559295074825,27.0
Haematochezia,0.470227094166,0.565846818358,30.0
Polyuria,0.470022065319,0.510697703353,126.0
Renal_failure,0.469953465783,0.4638009958,245.0
Anger,0.469397813931,0.27970649095,14.0
Splenomegaly,0.468992248062,0.498576505048,17.0
Temperature_intolerance,0.468888294871,0.395252347028,11.0
Emphysema,0.468578991997,0.541870506318,11.0
Premenstrual_syndrome,0.468479148712,0.42921086547,14.0
Ventricular_extrasystoles,0.467799272487,0.503200134666,80.0
Gastrointestinal_pain,0.467214430046,0.494572452954,29.0
Bursitis,0.465884702832,0.495644800309,50.0
Vitreous_detachment,0.465838696633,0.325625760088,12.0
Urethritis,0.465703659836,0.447923118826,12.0
Diaphragmatic_hernia,0.465377488918,0.43170934456,15.0
Arteriosclerosis,0.465171208776,0.340393971231,14.0
Hot_flush,0.463822312115,0.511435055456,105.0
Corneal_erosion,0.463636288516,0.572661746835,12.0
Feeling_jittery,0.463545546776,0.506079341587,27.0
Balance_disorder,0.463143843454,0.538337045622,26.0
Hemiparesis,0.462271092179,0.557513930683,16.0
Hyperaesthesia,0.461625285749,0.49287958611,55.0
Electroencephalogram_abnormal,0.460771322588,0.572841665718,19.0
Oropharyngeal_pain,0.460377450331,0.496897194138,70.0
Abnormal_faeces,0.459660605575,0.553007384569,18.0
Gastrointestinal_haemorrhage,0.458995533029,0.495474081314,147.0
Tenderness,0.457320488381,0.470083183394,149.0
Cognitive_disorder,0.456799377803,0.339825935138,23.0
Biliary_colic,0.456365725331,0.433010645596,12.0
Vestibular_disorder,0.455740260913,0.399449672647,11.0
Uterine_leiomyoma,0.455414276782,0.412999211607,22.0
Sjogren's_syndrome,0.45536924445,0.472259855853,12.0
Hepatocellular_injury,0.454829227726,0.436368673886,57.0
Respiratory_distress,0.454478915738,0.494947833414,62.0
Gastrooesophageal_reflux_disease,0.454090551203,0.495749598526,75.0
Chromaturia,0.453738501985,0.467194542968,18.0
Labyrinthitis,0.453461372256,0.503646677324,13.0
Hypoalbuminaemia,0.452197325738,0.565655633047,15.0
Teratogenicity,0.452193587049,0.413733916904,17.0
Abdominal_discomfort,0.451773175831,0.43410040905,106.0
Asphyxia,0.451408481497,0.520718700112,12.0
Osteoarthritis,0.451023282419,0.514535190443,15.0
Cholelithiasis,0.450859408346,0.514654513045,66.0
Raynaud's_phenomenon,0.450805120784,0.543303562656,23.0
Gingival_bleeding,0.450393894399,0.505306737276,42.0
Hemiplegia,0.450364869285,0.53801553524,31.0
Hypertonia,0.449829205976,0.482778716933,134.0
Blood_potassium_decreased,0.449552005028,0.61387028433,19.0
Retinal_detachment,0.449315704008,0.474402158064,17.0
Meningitis_aseptic,0.449017521458,0.489377702496,19.0
Cold_sweat,0.447687341556,0.598727190394,16.0
Aplasia_pure_red_cell,0.446778441098,0.567334569693,11.0
Thyroid_disorder,0.445699702825,0.453706632873,15.0
Haemorrhage,0.444444635933,0.466841449768,349.0
Lung_infiltration,0.443731821984,0.453341781435,37.0
Panic_attack,0.443596458275,0.410430161521,11.0
Anorgasmia,0.442505808991,0.527328798589,16.0
Depressed_mood,0.442402844551,0.511024992921,19.0
Peripheral_coldness,0.441670854911,0.487405422979,26.0
Assisted_fertilisation,0.441068837002,0.577107617989,27.0
Blood_lactate_dehydrogenase_increased,0.440225459028,0.501225948171,64.0
Emotional_disorder,0.440142830523,0.41838656008,12.0
Miosis,0.439871498356,0.416973367377,30.0
Congenital_eye_disorder,0.437734174733,0.450246485808,13.0
Glossodynia,0.436746224246,0.55338007545,20.0
Procedural_pain,0.436397477403,0.559967300422,12.0
Extrasystoles,0.436208734929,0.484026900736,98.0
Musculoskeletal_stiffness,0.434637447815,0.48044917746,95.0
Blood_disorder,0.433698466549,0.479985307636,40.0
Atrial_flutter,0.433431097014,0.522330406621,26.0
Sialoadenitis,0.433312936354,0.328925120773,14.0
Macular_oedema,0.43311965812,0.410711468106,11.0
Skin_infection,0.431276636549,0.442993046529,22.0
Peripheral_vascular_disorder,0.43093077957,0.47292558209,47.0
Swelling_face,0.430311865561,0.501106359653,24.0
Blood_potassium_increased,0.430042785232,0.548938497958,20.0
Skin_papilloma,0.428704401452,0.441131957324,18.0
Muscle_contracture,0.428354631092,0.391455557022,13.0
Micturition_disorder,0.427969425552,0.566366069957,28.0
Cerebral_thrombosis,0.427237402237,0.573669386169,13.0
Osteomyelitis,0.426691181342,0.502493583958,13.0
Stridor,0.426175926758,0.479021602027,24.0
Musculoskeletal_chest_pain,0.425761695556,0.354371213729,13.0
Injection_site_inflammation,0.421783759588,0.525411087635,25.0
Visual_acuity_reduced,0.421662247043,0.494196570982,35.0
Cerebral_haemorrhage,0.421327980028,0.455212753575,41.0
Haemorrhagic_diathesis,0.421118888775,0.389005615741,13.0
White_blood_cell_count_decreased,0.420786068811,0.452019865129,27.0
Tendon_disorder,0.420171910159,0.6005360431,22.0
Tension,0.418801572387,0.376338752367,29.0
Gastric_disorder,0.418746656327,0.476254069387,85.0
Feeling_hot,0.418675100708,0.38389892746,32.0
Appendicitis,0.414616258294,0.488186775086,12.0
Night_sweats,0.413744851,0.34418823339,27.0
Fungal_infection,0.413384690358,0.435040606929,64.0
Skin_burning_sensation,0.411580385518,0.366832081163,11.0
Alcohol_intolerance,0.410969336653,0.55529927424,19.0
Cardiogenic_shock,0.408248782723,0.381236853237,11.0
Bacterial_infection,0.407877543192,0.460355765246,33.0
Subdural_haematoma,0.405261163934,0.478064462684,13.0
Porphyria_non-acute,0.404869014378,0.375517543709,13.0
Restless_legs_syndrome,0.40337715278,0.55183116019,11.0
Gamma-glutamyltransferase_increased,0.403113437544,0.408740103881,38.0
Carcinogenicity,0.400934954914,0.500010107641,18.0
Hypersomnia,0.40034485558,0.426989892207,15.0
Gastrointestinal_perforation,0.400244412013,0.413091225705,16.0
Metastatic_neoplasm,0.39845439193,0.373170876414,11.0
Keratopathy,0.397353722928,0.421751570021,11.0
Hyperpyrexia,0.396245829768,0.540714375679,21.0
Abdominal_pain_lower,0.395916335949,0.428017461436,19.0
Hypertensive_crisis,0.395537260488,0.436800257377,16.0
Pulmonary_hypertension,0.390489604137,0.363967496991,24.0
Megacolon,0.390392824516,0.366277140459,11.0
Catatonia,0.388502938593,0.448426447072,20.0
Perineal_pain,0.386409307307,0.329864024217,13.0
Blood_urine,0.386335681374,0.436712488544,11.0
Rhinitis_allergic,0.386012850595,0.391043133949,11.0
Fat_redistribution,0.384353034353,0.357653689969,12.0
Chronic_obstructive_pulmonary_disease,0.383932567301,0.370186858051,17.0
Abortion_spontaneous,0.383179470679,0.518066238342,14.0
Gallbladder_disorder,0.382001459588,0.318465081197,12.0
Renal_artery_stenosis,0.381202052754,0.584501216194,11.0
Arterial_stenosis,0.381153714343,0.585140875609,11.0
Menopause,0.376445665778,0.409380412869,21.0
VIIth_nerve_paralysis,0.375461703626,0.284580553602,19.0
Choking,0.369894686237,0.296413027744,12.0
Organ_failure,0.36714039621,0.361062631086,20.0
Trismus,0.362122506031,0.421912874666,20.0
Tooth_infection,0.360786999911,0.315204240617,12.0
Polydipsia,0.354128214593,0.376634218203,15.0
Fibroadenoma_of_breast,0.351946123697,0.515756338601,12.0
Left_ventricular_dysfunction,0.35104094242,0.284902898567,12.0
Ovarian_cancer,0.348096865338,0.272771578106,12.0
Unintended_pregnancy,0.343143104831,0.281552605441,13.0
Vulvovaginal_pruritus,0.338626443799,0.44703531578,11.0
Urethral_pain,0.337224673982,0.542882868355,11.0
Cerebral_infarction,0.33561337541,0.409770516464,26.0
Brain_oedema,0.333542623967,0.402609602347,18.0
White_blood_cell_disorder,0.333312942349,0.537128755294,13.0
Sinus_arrhythmia,0.332842909584,0.29290479768,13.0
Vasospasm,0.319913448573,0.392345220333,15.0
Breath_sounds_abnormal,0.319156897732,0.326058725606,12.0
Necrotising_colitis,0.318238665506,0.444965088928,11.0
Colitis_ulcerative,0.317629601698,0.394056313799,16.0
Regurgitation,0.3135960874,0.350991960679,14.0
Cardiac_valve_disease,0.300973270741,0.260578808089,14.0
Gingival_pain,0.2675928401,0.4169562876,11.0
